,CODLOCALIDAD,NPCEP17,NPCEP4,NPCEP5,DPTOMPIO,NVCBP8B,NVCBP8H,NVCBP11AA,LOCALIDAD_TEX
445,11.0,6,2,1,11001,2,2,3.0,SUBA
446,11.0,6,11,1,11001,2,2,3.0,SUBA
447,11.0,6,11,1,11001,2,2,3.0,SUBA
448,11.0,6,8,2,11001,2,2,4.0,SUBA
449,1.0,6,28,2,11001,2,2,4.0,USAQUEN
450,1.0,6,61,1,11001,2,2,4.0,USAQUEN
451,1.0,6,69,2,11001,2,2,4.0,USAQUEN
452,11.0,6,41,1,11001,2,2,4.0,SUBA
453,11.0,6,73,2,11001,2,2,5.0,SUBA
454,2.0,6,18,2,11001,2,2,5.0,CHAPINERO
455,11.0,6,75,2,11001,2,2,2.0,SUBA
456,12.0,6,90,1,11001,2,2,4.0,BARRIOS UNIDOS
457,10.0,6,38,1,11001,2,2,3.0,ENGATIVA
458,10.0,6,61,1,11001,2,2,3.0,ENGATIVA
459,10.0,6,73,2,11001,2,2,3.0,ENGATIVA
460,10.0,6,29,2,11001,2,2,3.0,ENGATIVA
461,10.0,6,16,1,11001,2,2,3.0,ENGATIVA
462,10.0,6,49,1,11001,2,2,3.0,ENGATIVA
463,10.0,6,20,2,11001,2,2,3.0,ENGATIVA
464,10.0,6,29,1,11001,2,2,3.0,ENGATIVA
465,10.0,6,23,1,11001,2,2,3.0,ENGATIVA
466,10.0,6,38,2,11001,2,2,2.0,ENGATIVA
467,10.0,6,4,2,11001,2,2,2.0,ENGATIVA
468,13.0,6,38,2,11001,2,2,4.0,TEUSAQUILLO
469,2.0,6,22,1,11001,1,2,3.0,CHAPINERO
470,2.0,6,30,2,11001,2,2,3.0,CHAPINERO
471,4.0,6,10,1,11001,2,2,3.0,SAN CRISTOBAL
472,5.0,6,81,2,11001,1,1,1.0,USME
473,5.0,6,25,2,11001,1,2,1.0,USME
474,5.0,6,42,2,11001,2,2,2.0,USME
475,5.0,6,6,1,11001,2,2,2.0,USME
476,18.0,6,72,1,11001,1,2,2.0,RAFAEL URIBE URIBE
477,18.0,6,17,1,11001,1,2,2.0,RAFAEL URIBE URIBE
478,19.0,6,24,2,11001,2,1,2.0,CIUDAD BOLIVAR
479,19.0,6,29,2,11001,2,2,2.0,CIUDAD BOLIVAR
480,19.0,6,23,1,11001,2,2,2.0,CIUDAD BOLIVAR
481,19.0,6,47,1,11001,1,2,1.0,CIUDAD BOLIVAR
482,19.0,6,29,2,11001,2,2,2.0,CIUDAD BOLIVAR
483,19.0,6,19,1,11001,2,2,2.0,CIUDAD BOLIVAR
484,19.0,6,22,2,11001,2,2,1.0,CIUDAD BOLIVAR
485,19.0,6,25,1,11001,2,2,2.0,CIUDAD BOLIVAR
486,7.0,6,19,2,11001,2,2,2.0,BOSA
487,21.0,6,77,2,11001,1,2,2.0,OTRA LOCALIDAD RURAL
488,19.0,6,73,2,11001,2,1,1.0,CIUDAD BOLIVAR
489,19.0,6,31,1,11001,2,2,2.0,CIUDAD BOLIVAR
490,19.0,6,11,1,11001,2,1,,CIUDAD BOLIVAR
491,19.0,6,18,1,11001,2,2,1.0,CIUDAD BOLIVAR
492,21.0,6,44,1,11001,1,2,2.0,OTRA LOCALIDAD RURAL
493,19.0,6,7,1,11001,2,2,1.0,CIUDAD BOLIVAR
494,12.0,6,66,2,11001,2,2,4.0,BARRIOS UNIDOS
495,13.0,6,71,1,11001,2,2,4.0,TEUSAQUILLO
496,13.0,6,35,2,11001,2,2,4.0,TEUSAQUILLO
497,13.0,6,43,2,11001,2,2,4.0,TEUSAQUILLO
498,12.0,6,17,2,11001,2,2,3.0,BARRIOS UNIDOS
499,4.0,6,8,2,11001,1,2,2.0,SAN CRISTOBAL
500,4.0,6,64,2,11001,2,2,2.0,SAN CRISTOBAL
501,4.0,6,15,2,11001,1,2,2.0,SAN CRISTOBAL
502,4.0,6,7,1,11001,2,2,2.0,SAN CRISTOBAL
503,4.0,6,13,2,11001,2,2,2.0,SAN CRISTOBAL
504,3.0,6,41,2,11001,2,2,2.0,SANTA FE
505,8.0,6,53,2,11001,2,2,2.0,KENNEDY
506,7.0,6,41,2,11001,2,2,2.0,BOSA
507,9.0,6,28,1,11001,2,2,2.0,FONTIBON
508,9.0,6,5,1,11001,2,2,4.0,FONTIBON
509,9.0,6,4,1,11001,2,2,4.0,FONTIBON
510,8.0,6,18,1,11001,2,2,3.0,KENNEDY
511,8.0,6,10,2,11001,2,2,3.0,KENNEDY
512,8.0,6,9,2,11001,2,2,3.0,KENNEDY
513,,6,23,1,25758,2,2,3.0,
514,,6,22,1,25758,2,2,3.0,
515,,6,18,1,25758,2,2,2.0,
516,,6,12,1,25758,2,2,2.0,
517,,6,38,2,25758,1,2,3.0,
518,,6,10,2,25758,1,2,3.0,
519,5.0,6,83,1,11001,1,2,1.0,USME
520,5.0,6,9,1,11001,1,2,2.0,USME
521,5.0,6,3,1,11001,2,2,1.0,USME
522,5.0,6,56,1,11001,2,2,2.0,USME
523,21.0,6,6,2,11001,2,2,2.0,OTRA LOCALIDAD RURAL
524,5.0,6,57,1,11001,1,2,2.0,USME
525,11.0,6,1,1,11001,2,2,3.0,SUBA
526,11.0,6,13,2,11001,2,2,3.0,SUBA
527,11.0,6,2,2,11001,2,2,3.0,SUBA
528,11.0,6,9,1,11001,2,2,3.0,SUBA
529,11.0,6,18,1,11001,2,2,4.0,SUBA
530,11.0,6,28,1,11001,2,2,4.0,SUBA
531,11.0,6,34,2,11001,2,2,4.0,SUBA
532,11.0,6,11,1,11001,2,2,4.0,SUBA
533,11.0,6,81,1,11001,2,2,4.0,SUBA
534,14.0,6,43,2,11001,2,2,3.0,LOS MARTIRES
535,9.0,6,35,2,11001,2,2,3.0,FONTIBON
536,8.0,6,4,2,11001,2,2,4.0,KENNEDY
537,8.0,6,8,1,11001,2,2,4.0,KENNEDY
538,8.0,6,65,1,11001,1,2,2.0,KENNEDY
539,8.0,6,78,1,11001,2,2,3.0,KENNEDY
540,,6,27,2,25200,2,2,2.0,
541,1.0,6,37,1,11001,2,2,4.0,USAQUEN
542,1.0,6,37,2,11001,2,2,4.0,USAQUEN
543,1.0,6,75,2,11001,2,2,4.0,USAQUEN
544,13.0,6,14,1,11001,1,1,4.0,TEUSAQUILLO
545,13.0,6,9,1,11001,1,1,4.0,TEUSAQUILLO
546,10.0,6,15,2,11001,9,9,4.0,ENGATIVA
547,10.0,6,23,1,11001,1,2,4.0,ENGATIVA
548,12.0,6,19,1,11001,2,2,3.0,BARRIOS UNIDOS
549,12.0,6,8,1,11001,2,2,4.0,BARRIOS UNIDOS
550,13.0,6,55,2,11001,2,2,4.0,TEUSAQUILLO
551,12.0,6,95,1,11001,2,2,4.0,BARRIOS UNIDOS
552,3.0,6,74,2,11001,2,2,2.0,SANTA FE
553,3.0,6,66,2,11001,2,2,2.0,SANTA FE
554,17.0,6,20,2,11001,2,2,3.0,CANDELARIA
555,17.0,6,38,2,11001,2,2,3.0,CANDELARIA
556,17.0,6,25,2,11001,2,2,2.0,CANDELARIA
557,17.0,6,68,2,11001,1,2,2.0,CANDELARIA
558,17.0,6,40,2,11001,1,2,2.0,CANDELARIA
559,17.0,6,26,2,11001,2,2,2.0,CANDELARIA
560,16.0,6,17,1,11001,2,2,3.0,PUENTE ARANDA
561,16.0,6,62,2,11001,2,2,3.0,PUENTE ARANDA
562,6.0,6,40,2,11001,2,2,3.0,TUNJUELITO
563,6.0,6,62,2,11001,2,2,3.0,TUNJUELITO
564,6.0,6,65,1,11001,2,2,3.0,TUNJUELITO
565,8.0,6,18,1,11001,2,1,3.0,KENNEDY
566,8.0,6,35,2,11001,2,2,3.0,KENNEDY
567,8.0,6,17,2,11001,2,2,3.0,KENNEDY
568,19.0,6,9,1,11001,2,2,1.0,CIUDAD BOLIVAR
569,19.0,6,66,1,11001,1,2,1.0,CIUDAD BOLIVAR
570,8.0,6,59,1,11001,2,2,2.0,KENNEDY
571,7.0,6,11,1,11001,2,2,2.0,BOSA
572,7.0,6,37,2,11001,2,2,3.0,BOSA
573,9.0,6,25,2,11001,1,2,4.0,FONTIBON
574,9.0,6,5,1,11001,2,2,5.0,FONTIBON
575,9.0,6,66,1,11001,2,2,4.0,FONTIBON
576,13.0,6,22,2,11001,2,2,4.0,TEUSAQUILLO
577,1.0,6,9,1,11001,2,2,1.0,USAQUEN
578,1.0,6,60,2,11001,2,2,1.0,USAQUEN
579,1.0,6,6,1,11001,2,2,1.0,USAQUEN
580,1.0,6,42,1,11001,2,2,2.0,USAQUEN
581,1.0,6,7,1,11001,2,2,3.0,USAQUEN
582,1.0,6,14,2,11001,1,2,3.0,USAQUEN
583,1.0,6,65,1,11001,2,2,5.0,USAQUEN
584,10.0,6,75,2,11001,2,2,3.0,ENGATIVA
585,10.0,6,38,1,11001,2,2,3.0,ENGATIVA
586,10.0,6,34,2,11001,2,2,3.0,ENGATIVA
587,10.0,6,5,2,11001,2,2,3.0,ENGATIVA
588,10.0,6,5,1,11001,2,2,2.0,ENGATIVA
589,15.0,6,65,1,11001,2,2,3.0,ANTONIO NARIÑO
590,3.0,5,28,1,11001,1,2,2.0,SANTA FE
591,3.0,6,27,2,11001,2,2,2.0,SANTA FE
592,3.0,6,41,2,11001,2,2,2.0,SANTA FE
593,3.0,6,18,1,11001,2,2,2.0,SANTA FE
594,3.0,6,75,2,11001,2,2,2.0,SANTA FE
595,15.0,6,91,1,11001,9,2,3.0,ANTONIO NARIÑO
596,15.0,6,6,1,11001,2,2,3.0,ANTONIO NARIÑO
597,4.0,6,64,2,11001,1,2,1.0,SAN CRISTOBAL
598,5.0,6,38,2,11001,2,2,1.0,USME
599,5.0,6,80,2,11001,2,2,1.0,USME
600,5.0,6,62,2,11001,2,2,1.0,USME
601,5.0,6,29,1,11001,2,2,2.0,USME
602,8.0,6,47,2,11001,2,2,2.0,KENNEDY
603,8.0,6,92,2,11001,2,2,2.0,KENNEDY
604,8.0,6,8,1,11001,1,2,2.0,KENNEDY
605,8.0,6,81,2,11001,2,2,2.0,KENNEDY
606,9.0,6,15,1,11001,2,2,4.0,FONTIBON
607,16.0,6,26,1,11001,2,2,3.0,PUENTE ARANDA
608,16.0,6,20,2,11001,2,2,3.0,PUENTE ARANDA
609,13.0,6,10,1,11001,2,2,4.0,TEUSAQUILLO
610,13.0,6,6,2,11001,2,2,4.0,TEUSAQUILLO
611,1.0,6,10,1,11001,1,2,3.0,USAQUEN
612,1.0,6,54,2,11001,2,2,6.0,USAQUEN
613,1.0,6,78,2,11001,2,2,6.0,USAQUEN
614,1.0,6,81,2,11001,2,2,6.0,USAQUEN
615,1.0,6,68,2,11001,2,2,6.0,USAQUEN
616,1.0,6,47,2,11001,2,2,6.0,USAQUEN
617,1.0,6,52,2,11001,2,2,6.0,USAQUEN
618,1.0,6,27,2,11001,2,2,6.0,USAQUEN
619,2.0,6,53,1,11001,2,2,6.0,CHAPINERO
620,2.0,6,51,2,11001,2,2,6.0,CHAPINERO
621,2.0,6,15,2,11001,2,2,6.0,CHAPINERO
622,2.0,6,40,1,11001,2,2,2.0,CHAPINERO
623,2.0,5,29,1,11001,2,2,4.0,CHAPINERO
624,2.0,6,37,2,11001,2,2,3.0,CHAPINERO
625,2.0,6,37,1,11001,2,2,3.0,CHAPINERO
626,15.0,6,5,1,11001,1,2,2.0,ANTONIO NARIÑO
627,15.0,6,13,1,11001,2,2,3.0,ANTONIO NARIÑO
628,15.0,6,34,2,11001,2,2,3.0,ANTONIO NARIÑO
629,15.0,6,13,1,11001,2,2,3.0,ANTONIO NARIÑO
630,15.0,6,8,2,11001,2,2,3.0,ANTONIO NARIÑO
631,15.0,1,78,2,11001,2,2,2.0,ANTONIO NARIÑO
632,15.0,6,39,2,11001,1,2,3.0,ANTONIO NARIÑO
633,15.0,6,56,2,11001,1,1,2.0,ANTONIO NARIÑO
634,15.0,6,7,1,11001,2,2,3.0,ANTONIO NARIÑO
635,15.0,6,10,1,11001,2,2,2.0,ANTONIO NARIÑO
636,8.0,6,23,1,11001,2,2,2.0,KENNEDY
637,8.0,6,21,1,11001,2,2,2.0,KENNEDY
638,8.0,6,10,2,11001,2,2,2.0,KENNEDY
639,8.0,6,34,2,11001,2,2,2.0,KENNEDY
640,8.0,6,12,2,11001,2,2,2.0,KENNEDY
641,8.0,6,24,2,11001,2,2,2.0,KENNEDY
642,8.0,6,16,1,11001,2,2,2.0,KENNEDY
643,8.0,6,50,2,11001,1,2,2.0,KENNEDY
644,8.0,6,58,2,11001,2,2,2.0,KENNEDY
645,8.0,6,45,2,11001,1,2,2.0,KENNEDY
646,8.0,6,8,1,11001,1,2,2.0,KENNEDY
647,7.0,6,24,1,11001,2,2,2.0,BOSA
648,7.0,6,23,2,11001,2,2,2.0,BOSA
649,7.0,6,16,1,11001,1,1,2.0,BOSA
650,7.0,6,17,1,11001,2,2,2.0,BOSA
651,8.0,6,45,2,11001,1,2,2.0,KENNEDY
652,9.0,6,14,2,11001,2,2,4.0,FONTIBON
653,9.0,6,13,1,11001,2,2,2.0,FONTIBON
654,9.0,6,10,1,11001,2,2,2.0,FONTIBON
655,9.0,6,6,2,11001,2,2,2.0,FONTIBON
656,9.0,6,42,2,11001,2,2,2.0,FONTIBON
657,9.0,6,8,2,11001,2,2,2.0,FONTIBON
658,9.0,6,25,1,11001,2,2,4.0,FONTIBON
659,9.0,6,18,2,11001,2,2,4.0,FONTIBON
660,9.0,6,10,1,11001,2,2,4.0,FONTIBON
661,9.0,6,70,2,11001,2,2,4.0,FONTIBON
662,9.0,6,14,1,11001,2,2,4.0,FONTIBON
663,16.0,6,83,1,11001,1,2,2.0,PUENTE ARANDA
664,16.0,6,52,2,11001,2,2,1.0,PUENTE ARANDA
665,,6,49,2,25307,1,2,1.0,
666,,6,28,1,25307,2,2,3.0,
667,,6,6,1,25307,2,2,2.0,
668,,6,11,1,25307,2,2,2.0,
669,,6,77,2,25307,2,2,3.0,
670,,6,65,2,25307,2,2,2.0,
671,,6,84,2,25307,1,2,3.0,
672,,6,81,2,25307,2,2,4.0,
673,,6,59,1,25307,2,2,2.0,
674,,6,25,2,25307,1,2,2.0,
675,,6,77,2,25320,2,2,1.0,
676,,6,55,1,25320,2,2,3.0,
677,,6,18,2,25320,2,2,2.0,
678,,6,7,1,25320,2,2,2.0,
679,,6,17,1,25320,2,2,2.0,
680,,6,22,2,25320,2,2,2.0,
681,,6,18,2,25320,2,2,2.0,
682,,6,89,2,25320,2,2,2.0,
683,,6,21,2,25320,2,2,2.0,
684,,6,45,2,25758,1,2,3.0,
685,,6,38,2,25758,1,2,2.0,
686,,6,2,1,25758,1,2,2.0,
687,11.0,6,40,1,11001,2,2,2.0,SUBA
688,11.0,6,27,2,11001,2,2,3.0,SUBA
689,11.0,6,57,1,11001,2,2,2.0,SUBA
690,11.0,6,18,1,11001,2,2,2.0,SUBA
691,11.0,6,53,2,11001,1,2,2.0,SUBA
692,11.0,6,20,1,11001,2,2,4.0,SUBA
693,11.0,6,34,2,11001,1,2,2.0,SUBA
694,11.0,6,70,1,11001,2,2,2.0,SUBA
695,11.0,6,33,2,11001,2,2,5.0,SUBA
696,11.0,6,41,2,11001,2,2,5.0,SUBA
697,11.0,6,34,1,11001,2,2,5.0,SUBA
698,12.0,6,47,2,11001,1,2,4.0,BARRIOS UNIDOS
699,12.0,6,91,2,11001,2,2,4.0,BARRIOS UNIDOS
700,10.0,6,61,1,11001,1,2,3.0,ENGATIVA
701,10.0,6,60,2,11001,2,2,3.0,ENGATIVA
702,10.0,6,25,2,11001,2,2,3.0,ENGATIVA
703,10.0,6,15,2,11001,2,2,3.0,ENGATIVA
704,10.0,6,5,1,11001,2,2,3.0,ENGATIVA
705,10.0,6,35,2,11001,2,2,3.0,ENGATIVA
706,10.0,6,52,2,11001,1,2,3.0,ENGATIVA
707,10.0,6,60,2,11001,1,2,3.0,ENGATIVA
708,10.0,6,73,2,11001,2,2,3.0,ENGATIVA
709,10.0,6,78,2,11001,1,2,3.0,ENGATIVA
710,10.0,6,42,1,11001,2,2,3.0,ENGATIVA
711,10.0,6,9,1,11001,2,2,3.0,ENGATIVA
712,13.0,6,61,2,11001,1,2,4.0,TEUSAQUILLO
713,13.0,6,62,1,11001,2,2,4.0,TEUSAQUILLO
714,12.0,6,34,2,11001,2,2,3.0,BARRIOS UNIDOS
715,12.0,6,30,2,11001,2,2,3.0,BARRIOS UNIDOS
716,12.0,6,23,1,11001,1,2,3.0,BARRIOS UNIDOS
717,15.0,6,24,1,11001,2,2,3.0,ANTONIO NARIÑO
718,15.0,6,55,2,11001,1,2,3.0,ANTONIO NARIÑO
719,15.0,6,34,1,11001,2,2,3.0,ANTONIO NARIÑO
720,15.0,6,24,2,11001,2,2,3.0,ANTONIO NARIÑO
721,9.0,6,15,1,11001,2,2,2.0,FONTIBON
722,9.0,6,11,2,11001,9,9,2.0,FONTIBON
723,9.0,6,78,2,11001,2,2,2.0,FONTIBON
724,9.0,6,17,1,11001,2,2,2.0,FONTIBON
725,8.0,6,26,1,11001,1,2,3.0,KENNEDY
726,,6,3,2,25175,2,2,2.0,
727,12.0,6,42,1,11001,2,2,4.0,BARRIOS UNIDOS
728,12.0,6,12,2,11001,2,2,4.0,BARRIOS UNIDOS
729,12.0,6,90,1,11001,9,2,4.0,BARRIOS UNIDOS
730,12.0,6,32,2,11001,2,2,4.0,BARRIOS UNIDOS
731,12.0,6,15,2,11001,2,2,4.0,BARRIOS UNIDOS
732,5.0,6,14,1,11001,1,2,1.0,USME
733,5.0,6,6,1,11001,2,1,2.0,USME
734,5.0,6,18,1,11001,1,2,2.0,USME
735,5.0,6,9,1,11001,2,2,2.0,USME
736,6.0,6,9,2,11001,1,2,2.0,TUNJUELITO
737,6.0,6,34,2,11001,2,2,2.0,TUNJUELITO
738,6.0,6,25,2,11001,2,2,2.0,TUNJUELITO
739,7.0,6,78,2,11001,2,2,2.0,BOSA
740,7.0,6,18,1,11001,2,2,2.0,BOSA
741,7.0,6,35,2,11001,2,2,2.0,BOSA
742,7.0,6,14,1,11001,2,2,2.0,BOSA
743,7.0,6,13,2,11001,2,2,2.0,BOSA
744,9.0,6,4,2,11001,2,2,3.0,FONTIBON
745,9.0,6,46,1,11001,2,2,2.0,FONTIBON
746,8.0,6,16,1,11001,2,2,2.0,KENNEDY
747,8.0,6,13,2,11001,2,2,2.0,KENNEDY
748,9.0,6,34,2,11001,2,2,2.0,FONTIBON
749,8.0,6,64,2,11001,2,2,3.0,KENNEDY
750,,6,52,2,25200,2,2,2.0,
751,,6,30,2,25200,1,2,2.0,
752,,6,3,1,25200,2,2,2.0,
753,,6,79,1,25200,2,2,2.0,
754,,6,13,1,25200,2,1,2.0,
755,,6,16,2,25200,2,2,2.0,
756,,6,36,1,25758,2,2,2.0,
757,,6,9,2,25758,2,1,2.0,
758,,6,11,1,25758,2,2,3.0,
759,21.0,6,40,2,11001,2,2,,OTRA LOCALIDAD RURAL
760,5.0,6,7,2,11001,1,2,2.0,USME
761,5.0,6,16,2,11001,1,2,2.0,USME
762,9.0,6,7,2,11001,1,2,4.0,FONTIBON
763,13.0,6,29,1,11001,2,2,4.0,TEUSAQUILLO
764,13.0,6,22,2,11001,2,2,4.0,TEUSAQUILLO
765,13.0,6,11,1,11001,2,2,4.0,TEUSAQUILLO
766,13.0,6,7,1,11001,2,2,4.0,TEUSAQUILLO
767,13.0,6,11,1,11001,2,2,4.0,TEUSAQUILLO
768,13.0,6,82,1,11001,2,2,5.0,TEUSAQUILLO
769,13.0,6,44,2,11001,2,2,4.0,TEUSAQUILLO
770,13.0,6,13,2,11001,9,2,4.0,TEUSAQUILLO
771,13.0,6,66,1,11001,2,2,3.0,TEUSAQUILLO
772,13.0,6,62,2,11001,2,2,3.0,TEUSAQUILLO
773,15.0,6,23,1,11001,2,2,3.0,ANTONIO NARIÑO
774,15.0,6,18,1,11001,2,2,3.0,ANTONIO NARIÑO
775,15.0,6,15,2,11001,9,2,3.0,ANTONIO NARIÑO
776,16.0,6,67,1,11001,2,2,3.0,PUENTE ARANDA
777,16.0,6,63,2,11001,2,2,3.0,PUENTE ARANDA
778,8.0,6,37,2,11001,2,2,3.0,KENNEDY
779,8.0,6,16,1,11001,2,2,3.0,KENNEDY
780,18.0,6,4,1,11001,2,2,3.0,RAFAEL URIBE URIBE
781,18.0,6,60,2,11001,2,2,2.0,RAFAEL URIBE URIBE
782,6.0,6,26,2,11001,2,2,3.0,TUNJUELITO
783,6.0,6,17,1,11001,2,2,3.0,TUNJUELITO
784,6.0,6,44,2,11001,2,2,3.0,TUNJUELITO
785,6.0,6,17,1,11001,2,2,3.0,TUNJUELITO
786,6.0,6,87,2,11001,2,2,2.0,TUNJUELITO
787,19.0,6,14,1,11001,2,2,1.0,CIUDAD BOLIVAR
788,19.0,6,59,2,11001,2,2,2.0,CIUDAD BOLIVAR
789,19.0,6,13,1,11001,2,1,2.0,CIUDAD BOLIVAR
790,19.0,6,9,1,11001,2,1,2.0,CIUDAD BOLIVAR
791,19.0,6,58,2,11001,1,1,2.0,CIUDAD BOLIVAR
792,19.0,6,49,2,11001,2,2,1.0,CIUDAD BOLIVAR
793,7.0,6,34,2,11001,2,2,2.0,BOSA
794,7.0,6,11,1,11001,2,2,2.0,BOSA
795,7.0,6,4,1,11001,2,2,2.0,BOSA
796,7.0,6,38,2,11001,2,2,2.0,BOSA
797,7.0,6,14,1,11001,2,2,2.0,BOSA
798,7.0,6,5,1,11001,2,2,2.0,BOSA
799,7.0,6,21,2,11001,2,2,2.0,BOSA
800,7.0,6,22,2,11001,1,2,2.0,BOSA
801,9.0,6,36,1,11001,2,2,4.0,FONTIBON
802,9.0,6,8,1,11001,2,2,3.0,FONTIBON
803,16.0,6,21,2,11001,2,2,3.0,PUENTE ARANDA
804,16.0,6,5,1,11001,2,2,1.0,PUENTE ARANDA
805,16.0,6,14,2,11001,2,2,1.0,PUENTE ARANDA
806,16.0,6,14,1,11001,2,2,3.0,PUENTE ARANDA
807,16.0,6,9,2,11001,2,2,3.0,PUENTE ARANDA
808,13.0,6,11,1,11001,2,2,5.0,TEUSAQUILLO
809,,6,38,1,25307,2,2,2.0,
810,,6,49,2,25295,2,2,2.0,
811,,6,21,2,25295,2,2,3.0,
812,,6,20,2,25295,2,2,3.0,
813,,6,5,2,25295,2,2,2.0,
814,,6,17,1,25295,2,2,2.0,
815,,6,43,2,25295,1,2,2.0,
816,,6,59,2,25295,2,2,2.0,
817,,6,24,2,25295,2,2,3.0,
818,,6,27,1,25295,2,2,2.0,
819,,6,80,2,25295,2,2,2.0,
820,,6,12,1,25295,2,2,2.0,
821,,6,44,2,25295,2,2,2.0,
822,,6,13,1,25320,2,2,2.0,
823,,6,14,2,25320,2,2,2.0,
824,,6,30,2,25758,2,2,3.0,
825,,6,36,2,25758,2,2,3.0,
826,,6,21,2,25758,2,2,2.0,
827,,6,65,2,25758,2,2,3.0,
828,,6,30,1,25758,1,2,3.0,
829,,6,14,1,25758,1,2,3.0,
830,,6,13,2,25758,2,2,3.0,
831,,6,36,2,25758,2,2,2.0,
832,,6,58,2,25758,2,2,3.0,
833,,6,7,2,25758,2,2,3.0,
834,,6,48,1,25875,1,2,1.0,
835,,6,12,1,25875,1,2,1.0,
836,,6,11,1,25875,1,2,1.0,
837,,6,6,1,25875,2,2,2.0,
838,,6,51,2,25875,1,2,1.0,
839,,6,52,2,25875,2,2,2.0,
840,,6,64,1,25899,2,2,3.0,
841,,6,65,1,25899,2,2,2.0,
842,15.0,6,6,1,11001,2,2,3.0,ANTONIO NARIÑO
843,15.0,6,52,2,11001,2,2,3.0,ANTONIO NARIÑO
844,3.0,6,9,2,11001,1,2,2.0,SANTA FE
845,3.0,6,68,1,11001,2,2,2.0,SANTA FE
846,3.0,6,34,1,11001,2,2,2.0,SANTA FE
847,,6,64,2,25754,1,2,2.0,
848,,6,47,2,25799,2,2,2.0,
849,,6,35,2,25799,2,2,2.0,
850,21.0,6,6,1,11001,1,2,1.0,OTRA LOCALIDAD RURAL
851,,6,46,1,25151,2,2,2.0,
852,,6,67,1,25513,2,2,2.0,
853,,6,12,2,25513,2,1,,
854,,6,12,2,25513,2,2,3.0,
855,,6,77,1,25513,2,2,4.0,
856,,6,18,2,25843,2,2,2.0,
857,,6,86,2,25843,2,2,2.0,
858,,6,15,2,25843,2,2,2.0,
859,,6,23,1,25843,2,2,2.0,
860,,6,63,1,25099,1,2,2.0,
861,2.0,6,29,2,11001,2,2,4.0,CHAPINERO
862,13.0,6,38,2,11001,2,2,4.0,TEUSAQUILLO
863,,6,66,2,25307,1,2,2.0,
864,,6,7,2,25307,1,1,1.0,
865,,6,29,2,25307,1,1,1.0,
866,,6,58,1,25295,1,2,2.0,
867,,6,28,1,25295,2,2,3.0,
868,,6,92,2,25295,2,2,2.0,
869,,6,51,2,25295,1,2,3.0,
870,,6,35,2,25295,1,2,3.0,
871,,6,18,1,25295,1,2,3.0,
872,,6,17,2,25295,1,2,3.0,
873,,6,14,2,25295,1,2,3.0,
874,,6,60,2,25758,1,1,2.0,
875,,6,75,2,25769,1,2,3.0,
876,,6,11,1,25769,2,2,2.0,
877,,6,74,2,25769,2,2,2.0,
878,,6,9,1,25769,2,2,3.0,
879,,6,6,1,25769,2,2,3.0,
880,,6,14,2,25769,9,9,2.0,
881,,6,39,2,25473,2,2,2.0,
882,,6,68,1,25473,2,2,2.0,
883,,6,11,1,25473,2,2,3.0,
884,,6,22,1,25473,1,2,2.0,
885,,5,26,2,25473,1,2,2.0,
886,,6,9,1,25473,1,2,3.0,
887,,6,9,2,25473,2,2,2.0,
888,,6,5,2,25473,2,2,3.0,
889,,6,5,2,25473,2,2,3.0,
890,,6,78,2,25126,2,2,3.0,
891,,6,83,2,25126,1,1,3.0,
892,,6,15,1,25151,2,2,1.0,
893,,6,43,2,25151,2,2,1.0,
894,,6,53,1,25151,2,2,1.0,
895,,6,8,1,25151,1,2,1.0,
896,,6,28,2,25151,1,2,1.0,
897,1.0,6,23,2,11001,2,2,2.0,USAQUEN
898,1.0,6,7,1,11001,2,2,1.0,USAQUEN
899,1.0,6,56,2,11001,2,2,1.0,USAQUEN
900,1.0,6,27,2,11001,2,2,1.0,USAQUEN
901,1.0,6,8,1,11001,2,2,1.0,USAQUEN
902,1.0,6,39,2,11001,1,2,1.0,USAQUEN
903,11.0,6,28,2,11001,2,2,3.0,SUBA
904,11.0,6,58,2,11001,2,2,4.0,SUBA
905,11.0,6,66,2,11001,2,2,4.0,SUBA
906,11.0,6,14,1,11001,2,2,4.0,SUBA
907,11.0,6,11,2,11001,2,2,4.0,SUBA
908,11.0,6,44,2,11001,2,2,4.0,SUBA
909,11.0,6,66,1,11001,2,2,3.0,SUBA
910,11.0,6,26,1,11001,2,2,3.0,SUBA
911,11.0,6,4,1,11001,2,2,3.0,SUBA
912,11.0,6,55,1,11001,2,2,3.0,SUBA
913,11.0,6,36,2,11001,2,2,3.0,SUBA
914,11.0,6,8,2,11001,2,2,3.0,SUBA
915,11.0,6,36,2,11001,2,2,3.0,SUBA
916,11.0,6,22,2,11001,2,2,3.0,SUBA
917,11.0,6,46,2,11001,2,2,3.0,SUBA
918,1.0,6,8,2,11001,2,2,3.0,USAQUEN
919,1.0,6,3,2,11001,1,2,3.0,USAQUEN
920,1.0,6,5,1,11001,2,2,4.0,USAQUEN
921,11.0,6,84,2,11001,2,2,3.0,SUBA
922,2.0,6,37,1,11001,2,2,6.0,CHAPINERO
923,3.0,6,66,2,11001,2,2,2.0,SANTA FE
924,3.0,6,22,1,11001,2,2,3.0,SANTA FE
925,3.0,6,27,2,11001,2,2,3.0,SANTA FE
926,3.0,6,33,2,11001,2,2,3.0,SANTA FE
927,3.0,6,45,2,11001,2,2,4.0,SANTA FE
